锕	錒
锖	錆
锗	鍺
锘	若
错	錯
锚	錨
锛	錛
锜	錡
锝	鎝
锞	錁
锟	錕
锠	琛
锡	錫
锢	錮
锣	鑼
锤	錘
锥	錐
锦	錦
锧	鑕
锨	杴
锩	錈
锪	忽
锫	培
锬	錟
锭	錠
键	鍵
锯	鋸
锰	錳
锱	錙
锲	鍥
锴	鍇
锵	鏘
锶	鍶
锷	鍔
锸	鍤
锹	鍬
锺	鍾
锻	鍛
锼	鎪
锽	鍠
锾	鍰
锿	鑀
镀	鍍
镁	鎂
镂	鏤
镃	鎡
镄	鐨
镅	鋂
镆	鏌
镇	鎮
镈	鎛
镉	鎘
镊	鑷
镋	钂
镌	鐫
镍	鎳
镎	拿
镏	鎦
镐	鎬
镑	鎊
镒	鎰
镓	鎵
镔	鑌
镕	鎔
镖	鏢
镗	鏜
镘	鏝
镙	鏍
镛	鏞
镜	鏡
镝	鏑
镞	鏃
镟	鏇
镠	鏐
镡	鐔
镢	钁
镣	鐐
镤	鏷
镥	魯
镦	鐓
镧	鑭
镨	鐠
镩	串
镪	鏹
镫	鐙
镬	鑊
镭	鐳
镮	鐶
镯	鐲
镰	鐮
镱	鐿
镲	察
镳	鑣
镴	鑞
镵	鑱
镶	鑲
长	長
閲	閱
门	門
闩	閂
闪	閃
闫	閆
闬	閈
闭	閉
问	問
闯	闖
闰	閏
闱	闈
闲	閒
闳	閎
间	間
闵	閔
闶	閌
闷	悶
闸	閘
闹	鬧
闺	閨
闻	聞
闼	闥
闽	閩
闾	閭
闿	闓
阀	閥
阁	閣
阂	閡
阃	閫
阄	鬮
阅	閱
阆	閬
阇	闍
阈	閾
阉	閹
阊	閶
阋	鬩
阌	閿
阍	閽
阎	閻
阏	閼
阐	闡
阑	闌
阒	闃
阓	闠
阔	闊
阕	闋
阖	闔
阗	闐
阘	闒
阙	闕
阚	闞
阛	闤
阝	阜
队	隊
阳	陽
阴	陰
阵	陣
阶	階
际	際
陆	陸
陇	隴
陈	陳
陉	陘
陕	陝
陧	隉
陨	隕
险	險
陶	陶
隂	陰
隌	暗
随	隨
隐	隱
隠	隱
隶	隸
隷	隸
隽	雋
难	難
雇	雇
雏	雛
雕	雕
雠	讎
雳	靂
雾	霧
霁	霽
霊	靈
霭	靄
靓	靚
静	靜
面	面
靥	靨
鞑	韃
鞒	轎
鞯	韉
鞲	韝
鞴	鞁
鞽	轎
韦	韋
韧	韌
韨	韍
韩	韓
韪	韙
韫	韞
韬	韜
韯	籤
韲	齋
韵	韻
顋	腮
顔	顏
顕	顯
页	頁
顶	頂
顷	頃
顸	頇
项	項
顺	順
须	須
顼	頊
顽	頑
顾	顧
顿	頓
颀	頎
颁	頒
颂	頌
颃	頏
预	預
颅	顱
领	領
颇	頗
颈	頸
颉	頡
颊	頰
颋	頲
颌	頜
颍	潁
颎	熲
颏	頦
颐	頤
频	頻
颓	頹
颔	頷
颕	穎
颖	穎
颗	顆
题	題
颙	顒
颚	顎
颛	顓
颜	顏
额	額
颞	顳
颟	顢
颠	顛
颡	顙
颢	顥
颣	纇
颤	顫
颥	須
颦	顰
颧	顴
颷	飆
风	風
飏	颺
飐	颭
飑	颮
飒	颯
飓	颶
飔	颸
飕	颼
飖	颻
飗	飀
飘	飄
飙	飆
飚	飆
飞	飛
飨	饗
飬	養
飮	飲
飱	餐
餍	饜
饊	ø
饣	食
饤	飣
饥	飢
饦	飥
饧	餳
饨	飩
饩	餼
饪	飪
饫	飫
饬	飭
饭	飯
饮	飲
饯	餞
饰	飾
饱	飽
饲	飼
饴	飴
饵	餌
饶	饒
饷	餉
饺	餃
饼	餅
饽	餑
饾	餖
饿	餓
馀	餘
馁	餒
馂	餕
馄	餛
馅	餡
馆	館
馇	查
馈	饋
馉	稹
馊	餿
馋	饞
馌	饁
馍	饃
馎	餺
馏	餾
馐	饈
馑	饉
馒	饅
馓	ø
馔	饌
馕	囊
马	馬
驭	馭
驮	馱
驯	馴
驰	馳
驱	驅
驲	馹
驳	駁
驴	驢
驵	駔
驶	駛
驷	駟
驸	駙
驹	駒
驺	騶
驻	駐
驼	駝
驽	駑
驾	駕
驿	驛
骀	駘
骁	驍
骂	罵
骃	駰
骄	驕
骅	驊
骆	駱
骇	駭
骈	駢
骉	驫
骊	驪
骋	騁
验	驗
骍	騂
骎	駸
骏	駿
骐	騏
骑	騎
骒	騍
骓	騅
骕	驌
骖	驂
骗	騙
骘	騭
骙	騤
骚	騷
骛	騖
骜	驁
骝	騮
骞	騫
骟	騸
骠	驃
骡	騾
骢	驄
骣	驏
骤	驟
骥	驥
骦	驦
骧	驤
髅	髏
髋	髖
髌	髕
鬓	鬢
魇	魘
魉	魎
鱼	魚
鱽	魛
鱿	魷
鲀	魨
鲁	魯
鲂	魴
鲄	魺
鲅	鱍
鲆	平
鲇	占
鲈	鱸
鲊	鮓
鲋	鮒
鲍	鮑
鲎	鱟
鲐	鮐
鲑	鮭
鲒	鮚
鲔	鮪
鲕	鮞
鲖	鮦
鲙	鱠
鲚	鱭
鲛	鮫
鲜	鮮
鲞	鯗
鲟	鱘
鲠	鯁
鲡	鱺
鲢	鰱
鲣	鰹
鲤	鯉
鲥	鰣
鲦	鰷
鲧	鯀
鲨	鯊
鲩	鯇
鲪	鮶
鲫	鯽
鲭	鯖
鲮	鯪
鲯	鯕
鲰	鯫
鲱	鯡
鲲	鯤
鲳	鯧
鲴	固
鲵	鯢
鲶	鯰
鲷	鯛
鲸	鯨
鲺	虱
鲻	鯔
鲼	賁
鲽	鰈
鲿	鱨
鳀	鯷
鳃	鰓
鳄	鱷
鳅	鰍
鳆	鰒
鳇	鰉
鳊	扁
鳋	蚤
鳌	鰲
鳍	鰭
鳎	鰨
鳏	鰥
鳐	鰩
鳒	鰜
鳓	鰳
鳔	鰾
鳕	鱈
鳖	鱉
鳗	鰻
鳘	鱉
鳙	庸
鳛	鰼
鳜	鱖
鳝	鱔
鳞	鱗
鳟	鱒
鳡	鰲
鳢	鱧
鳣	鱣
鸟	鳥
鸠	鳩
鸡	雞
鸢	鳶
鸣	鳴
鸤	鳲
鸥	鷗
鸦	鴉
鸧	鶬
鸨	鴇
鸩	鴆
鸪	鴣
鸫	鶇
鸬	鸕
鸭	鴨
鸮	鴞
鸯	鴦
鸰	鴒
鸱	鴟
鸲	鴝
鸳	鴛
鸵	鴕
鸶	鷥
鸷	鷙
鸸	鴯
鸹	鴰
鸺	鵂
鸼	鵃
鸽	鴿
鸾	鸞
鸿	鴻
鹁	鵓
鹂	鸝
鹃	鵑
鹄	鵠
鹅	鵝
鹆	鵒
鹇	鷳
鹈	鵜
鹉	鵡
鹊	鵲
鹋	苗
鹌	鵪
鹎	鵯
鹏	鵬
鹑	鶉
鹒	鶊
鹓	鵷
鹔	鷫
鹕	鶘
鹖	鶡
鹗	鶚
鹘	鶻
鹙	鶖
鹚	鶿
鹛	眉
鹜	鶩
鹝	鷊
鹞	鷂
鹟	鶲
鹠	鶹
鹡	鶺
鹢	鷁
鹣	鶼
鹤	鶴
鹥	鷖
鹦	鸚
鹧	鷓
鹨	鷚
鹩	鷯
鹪	鷦
鹫	鷲
鹬	鷸
鹭	鷺
鹯	鸇
鹰	鷹
鹱	獲
鹲	鸏
鹳	鸛
鹾	鹺
麦	麥
麸	麩
麹	麴
麺	麵
麻	麻
麽	麼
黄	黃
黉	黌
黒	黑
黙	默
黡	黶
黩	黷
黪	黲
黾	黽
鼋	黿
鼍	鼉
鼗	鞀
鼹	鼴
齄	皻
齐	齊
齑	齏
齿	齒
龀	齔
龁	齕
龂	齗
龃	齟
龄	齡
龅	齙
龆	齠
龇	齜
龈	齦
龉	齬
龊	齪
龋	齲
龌	齷
龙	龍
龚	龔
龛	龕
龟	龜
